imagem,ground_truth,detectado,acerto
1000cc1910_png_jpg.rf.f115e404fa1a6c5be31f7156c0ac89f9.jpg,VTU1S98,VTU1S98,True
1000ccde1d_png_jpg.rf.17aef41aa285b85c9a288aa174afbb22.jpg,TISXYZW,TISXYZW,True
1000cd75e2_png_jpg.rf.31dc23fbccbc23ce6915f84dfa1fa0da.jpg,TTR1T72,TTR1T72,True
1000cdb067_png_jpg.rf.5e05c0c5724172bfa07bff845f73c355.jpg,SMM1S98,SMM1S98,True
1000cdb067_png_jpg.rf.bc6845cd9f0edc3bac521d089372a6c8.jpg,SMM1S98,SMM1S98,True
1000cde293_png_jpg.rf.a2942407977556207ce46a55447a88ce.jpg,KXZITYN,KXZITYN,True
1000cf5e58_png_jpg.rf.2ac9502d38f0a491a3ec9cfc620e6cdb.jpg,JJJ3J66,JJJ3J66,True
1000cf5e58_png_jpg.rf.854056bf06713d3934d17a5cfe61ca30.jpg,JJJ3J66,JJJ3J66,True
1000d074ac_png_jpg.rf.530cac4b9b43609d8340a7f455e18f6d.jpg,JTW1J68,JTW1J68,True
1000d074ac_png_jpg.rf.c0b98648f0aae7bf84bfa1aba9656db3.jpg,JTW1J68,JTW1J68,True
1000d1b21c_png_jpg.rf.b9abf72a9073596fca680a3253ae159b.jpg,GGP7P32,GGP7P32,True
1000d54014_png_jpg.rf.05d8b2d673bd2d9c48dd49273fea10ff.jpg,YVV1S89,YVV1S89,True
1000d74b26_png_jpg.rf.ec4e0f5e2a3b9c11f276b91bb8e0dbbb.jpg,ZSU1Z19,ZSU1Z19,True
1000d7592c_png_jpg.rf.ac95310723b503005fddfa77a37be541.jpg,UUU1U99,UUU1U99,True
1000d879be_png_jpg.rf.b12c2abe0544c456cf065961d4dd95c0.jpg,TWT7T94,TWT7T94,True
1000d879be_png_jpg.rf.c45bb5b193bf73454399e5204c53a8f3.jpg,TWT7T94,TWT7T94,True
1000d969bd_png_jpg.rf.9bd440ae2057424139842e113b3ac8f1.jpg,SWU1Z61,SWU1Z61,True
1000e1a149_png_jpg.rf.45da8793cf7f89bc283a5381bca96c2b.jpg,LGITNSZ,LGITNSZ,True
1000e2b78a_png_jpg.rf.0fd79bded306ec2ec8252246f0d943c1.jpg,LRH4U66,LRH4U66,True
1000e2b78a_png_jpg.rf.304de7086a8f72a081c5ba4ed12aabaa.jpg,LRH4U66,LRH4U66,True
1000ee447a_png_jpg.rf.410201df65bde0cbbc91c8e4c6fb8bec.jpg,UYW4S45,UYW4S45,True
1000f02c14_png_jpg.rf.c5900dfac83a0e76fedf21d00a9e1a1c.jpg,WWW4W33,WWW4W33,True
1000f12834_png_jpg.rf.eb645d633ae9bfcc483900df3d0a1a4a.jpg,UUU2U46,UUU2U46,True
1000f2793a_png_jpg.rf.7bdf7dbef0241d1a7ab7675861705659.jpg,STV8V61,STV8V61,True
1000f2793a_png_jpg.rf.f3e18dac59cb30d65cdbdbfcdac6635d.jpg,STV8V61,STV8V61,True
1000f6fc1f_png_jpg.rf.c867e154f969de271a119bcd95b04685.jpg,TZZ1Z67,TZZ1Z67,True
1000f889cc_png_jpg.rf.e1b4c96b0046f0586142014dbd8e8b27.jpg,LYJ1J16,LYJ1J16,True
1000f89745_png_jpg.rf.ab66f0c3e1047cce68b2cfd75479199c.jpg,KZLXYVU,KZLXYVU,True
1000fa15c0_png_jpg.rf.4cdc86d2b8b480a59b4788486768abf8.jpg,WWWINIT,WWWINIT,True
1000fd58f6_png_jpg.rf.041a4ac75162e14f0b7c33b080c03500.jpg,YUW3S54,YUW3S54,True
1000fe0cc0_png_jpg.rf.670f04a586aa9495d0ebc59928f4bed0.jpg,TZT6Z44,TZT6Z44,True
1000fe0cc0_png_jpg.rf.d161120c45fc61c060c1b1e9ea367186.jpg,TZT6Z44,TZT6Z44,True
10034ae4-ab95-44f0-881c-402c159af16a_jpg.rf.b7a4274ed4a67dacd4da08d6dc3d4ef9.jpg,BBT1B51,BBT1B51,True
109a0eaf-cc03-4ad9-8614-4faf34cd50b8_jpg.rf.d667829905607cc32c1a44871bb4d8bc.jpg,LTP9F82,LTP9F82,True
10df1a2d-64cc-4984-99af-ab8fa9038d64_jpg.rf.52173212c91b85cb38e864de6aacf692.jpg,DGC9A08,DGC9A08,True
10df1a2d-64cc-4984-99af-ab8fa9038d64_jpg.rf.75b35d65799046f5b2db9b9c275fdc32.jpg,DGC9A08,DGC9A08,True
10df1a2d-64cc-4984-99af-ab8fa9038d64_jpg.rf.997115bc4ce0d96b184a198d40f77278.jpg,DGC9A08,DGC9A08,True
111084e6-0524-4607-a689-ad992249c66d_jpg.rf.d66daa9aa19feca125b731b43d22476d.jpg,QQE4A80,QQE4A80,True
11992c5a-70e1-4ca9-916f-5060950ff981_jpg.rf.fd5904383819ad614fcf1d2b657d61dd.jpg,IXN4433,IXN4433,True
11d1f100-bda1-4357-a845-dfc2f3bd2309_jpg.rf.9737dcc396a9c89d84fcae7f1f3db805.jpg,IZW6H81,IZW6H81,True
12611727-5418-41e5-b348-bea3f3c6b5f8_jpg.rf.b53364f9c970dd8b28584ad02e7b0d34.jpg,FMOO4O4,FMEO4O4,False
12837d49-3906-4290-b91a-df59dd02f4c8_jpg.rf.4b6d154b034c72e5543e5e77bd436e93.jpg,OAK7724,OAK7724,True
12b43958-ffcc-4292-ad49-ca9c88dc7e61_jpg.rf.2978f653e69b71a399d7f6b7d0f48c3c.jpg,NAQ1A71,NAQ1A71,True
12baec04-e92d-41d9-acde-04608924732b_jpg.rf.88da9022fb6698f5687c72a1c691caee.jpg,ELM2422,ELM2422,True
1315f7ac-648d-4fac-a7a4-63e4555720fe_jpg.rf.1750db8c538b5a41c0b6b575b6a32be6.jpg,AXE4B61,AXE4B61,True
1315f7ac-648d-4fac-a7a4-63e4555720fe_jpg.rf.799417e3c13bacc0aba4dba094fb2db6.jpg,AXE4B61,AXE4B61,True
132a07f5-b167-4362-92d6-af748bf61f50_jpg.rf.2bd8519c937fea8d5264271815354fe0.jpg,QHA6D67,QHA6D67,True
136d532b-cadf-4996-ab2b-c226dd65b923_jpg.rf.3c84236987cb4d42bd099a7042925df1.jpg,AWE6O9I,AWE6O9I,True
13ac933b-6e52-4c37-a14c-600779d1cccc_jpg.rf.e931f97d9c3c1f0743920530c2bc65c1.jpg,PHT5F76,PHT5F76,True
13da2e99-8777-4751-87be-3c1534b6d839_jpg.rf.ae75b90cecca4fdd9c77b6873503178b.jpg,KYO8C16,KYO8C16,True
13e503f0-3ef4-4a46-ad78-15f0541063e7_jpg.rf.4a38d10f62692e82c9e128b0342d32f3.jpg,PHA2D25,PH4A2D25,False
13fa8377-636b-4775-8ead-2cc915643514_jpg.rf.166801bfc43c80c64ffc8ac56d6a1f2c.jpg,PHJ9I8I,PHJ9I8I,True
13ff5fb4-63ce-42f8-a05c-cfbd08d24ee1_jpg.rf.69a5efa757d6a8b91bed3c160a6c21d7.jpg,QHW8O96,QHW8O96,True
14217bcb-b35e-4848-9dfe-e3b224839949_jpg.rf.4a69fb660a0ac34856f2729ebb717718.jpg,EMU294O,EMU294O,True
14af75b8-77da-42d4-8266-e40d76c3e5ec_jpg.rf.0ecb1a998c8e16d3bf9fb731692d98e5.jpg,QXQ1G32,QXQ1G32,True
14af75b8-77da-42d4-8266-e40d76c3e5ec_jpg.rf.a35e62a606fcddb6259be9a828b84322.jpg,QXQ1G32,QXQ1G32,True
14d0fe7d-9464-4c76-9153-b4109367f47e_jpg.rf.54b70f56a255c1bfb3c130a604c2686b.jpg,QZO5E78,QZO05SE78,False
14d1c623-3dc6-4927-b0b1-0589f402b26b_jpg.rf.b01b2b56245de279739eb59eff182c63.jpg,JGU5398,JOGU5398,False
14e0232f-6245-4ae0-b439-0c7d651f8c82_jpg.rf.e0fc491bc6a98e71e8403c5c306380b3.jpg,PHD52IO,PHD52IO,True
14ea465a-40d2-44e9-9b90-8cb26f9b3894_jpg.rf.528748ff2975a4d1cb8569a69aa78262.jpg,KYO5518,KYO5E18,False
14ea465a-40d2-44e9-9b90-8cb26f9b3894_jpg.rf.635fabc50a9ec35c76d6f4ea952f7b6a.jpg,KYO5518,KYO5E18,False
14fdd212-4743-40d2-b6f4-656ba970e53d_jpg.rf.a9c1c271da3d5d506ec47b6cd4e3dc65.jpg,FEK6I56,FEK6I56,True
151d7889-7cc0-4dc3-85ee-3c99de181f95_jpg.rf.b313506b34b28a0e5819d2a7ed88a6ba.jpg,EDR0G47,EDR0G47,True
15290498-de8b-4a37-bdd3-99664c1f0ad2_jpg.rf.530487ca8b5d1ec633003b7bbc4ed491.jpg,QZB4J11,QZB4J11,True
155c2f7c-05ff-4063-ac03-536808919c1f_jpg.rf.e2ff10d686c12d243d1b9f03966151c0.jpg,JXV3745,JXV3745,True
16310554-9b67-4702-af7d-9201e49bf221_jpg.rf.51cd70332d675cfbc1e92bb36bfe45ba.jpg,DPA1J72,DPA1J72,True
16310554-9b67-4702-af7d-9201e49bf221_jpg.rf.c01cee2a6db732686f6378a327e18655.jpg,DPA1J72,DPA1J72,True
166fcebd-383e-48dd-9999-39127aac2838_jpg.rf.fef0907b8a33dbe96936fab784b3a795.jpg,OAK7724,OAK7724,True
16a38c41-6b1e-4ff7-a3fc-ba0e1392a797_jpg.rf.15c2cfdf1aa637867430f16b27d6e067.jpg,QOA9D39,QOA9D39,True
16dbc06a-41b1-45d7-ac0f-f2183c2ab2b6_jpg.rf.88c5df20cea6cf58abf081c61bce4ab9.jpg,IBF0A30,IBF0A30,True
16f29076-764e-4930-8c1a-6a4174a6c3a0_jpg.rf.83be4e0e98b0746a43773c1d18b9afdd.jpg,PHL7F66,PHL7F66,True
16f5943e-7923-45b6-b0ca-056b6a88af7c_jpg.rf.1ca243dda1e773b0f9734d5444ff77f1.jpg,RFV8D55,RFV8D55,True
1720e7a0-2791-4a15-a5bc-ba57d6c09d00_jpg.rf.30e456b9c3f1a8a15297350b4c44c277.jpg,KQY6E81,KQY6E81,True
174b9341-aed2-4073-9738-1ba2dfeff7b2_jpg.rf.460b9848028fa8cd2defbd3a6439a7c5.jpg,KVS6C39,KVS6C39,True
1851513d-09d7-4c8d-a832-56464b6266e8_jpg.rf.db395a28352fd62f4009491bbbd0d237.jpg,DRTIO73,DRTIO73,True
185cdc30-5beb-49b1-967e-56aaded65c9f_jpg.rf.f6c91c3a2647b4898e5ab6aebda480c6.jpg,AXU6875,AXU6875,True
18621132-02a6-4667-9e35-477e375f0701_jpg.rf.41ed49e5f4a83e447c4a0eb10c020c2a.jpg,BCY6B79,BCY6B79,True
18addc54-5255-4a34-8ed4-ded52869443f_jpg.rf.371ebe30aacd5e10cf1ce35595bd2141.jpg,MGN2377,MGN2377,True
18dd3e3c-61a4-4d44-a0b1-2e901e5bacfa_jpg.rf.fe5db64cf0cd1ed5b07b78c875bcb8b3.jpg,PHGO286,PHGO286,True
194f38d2-58e6-49cf-b948-bed175225af9_jpg.rf.3c8f8aeebf95a277582c4e48f934227d.jpg,QZB4J11,QZB4J11,True
19c42a2b-a977-4d06-a3be-c40ce091d331_jpg.rf.8a12e2caf45f3915580755662802ac87.jpg,PHT5F76,PHT5F76,True
1a2ec192-2e8c-4121-b933-88c78f222463_jpg.rf.bbe8095b33da2f6fbba2697cfa72b477.jpg,QZO5E78,QZO5E78,True
1a2ec192-2e8c-4121-b933-88c78f222463_jpg.rf.ebaf26e051d5e1579c654606c9e3fe67.jpg,QZO5E78,QZO5E78,True
1b08be27-520c-4da5-b7df-2cd3fbb14585_jpg.rf.02a34bdc34f848d78df8113a4d80ce9c.jpg,NOM968I,NOM968I,True
1b08be27-520c-4da5-b7df-2cd3fbb14585_jpg.rf.7467c1a99aaa2d828bc5d5f53eca51e9.jpg,NOM968I,NOM968I,True
1b21ae1b-5c9e-42b4-af26-a1be6030f302_jpg.rf.93f99aa94f0e42844d6521e7ecba3ec7.jpg,GISO747,GISO747,True
1b3ce04b-6ad5-4fd5-bc26-af647d54ec17_jpg.rf.922bbc696fbe53beed3010f3d330476c.jpg,FSG2525,FSG2525,True
1b60da90-da89-4ae5-aeb1-bc84e959eb5e_jpg.rf.2ca78fd70213ef5e5bf01e4cfc92cb14.jpg,BYW6828,BYW6828,True
1b60da90-da89-4ae5-aeb1-bc84e959eb5e_jpg.rf.579ab52b9806acfcfcff37478af10ee8.jpg,BYW6828,BYW6828,True
1bd2cd84-1e05-4dd0-830a-6ea50aeedb3f_jpg.rf.ead086a118ba25a66485d3b80313514e.jpg,FJO72I3,FJO72I3,True
1be20441-1e5f-418e-9378-72b0fe4ca2a5_jpg.rf.71795a4b27230f06f089ddba2c9fb1ca.jpg,PHG5I92,PHG5I92,True
1c04f470-5e20-48f6-bce4-e53771e2ac2d_jpg.rf.33e401e286a3dbb57ff51dda97115067.jpg,BDS4B71,BDS4B71,True
1d206f57-80c8-4234-b1ea-ca9c806ea7c6_jpg.rf.dff47a39626b07e4a86c2b94843e9bb6.jpg,JKL2559,JKL2559,True
1d499f88-fce5-4444-9d7c-511a1f70cfcd_jpg.rf.c77a99d0cdf319c73646009e0b0a3cc5.jpg,NTC3O55,NTC3O55,True
1e454826-9667-490a-865e-56b747dac1de_jpg.rf.5cbbbf6ed871b8139bcd948b57714d09.jpg,HMT4B17,HMT4B17,True
1ea6f3af-f027-4d7f-a0bf-8ace2f4b3c64_jpg.rf.a88364eded23c06e6aa9559440a0a8a0.jpg,DIQO78I,DIQDOD7BI,False
1ea83660-159b-4182-93a2-8b66ed2d8ed3_jpg.rf.8749b521dff8ed2e545936ffc786204c.jpg,NOR45O7,NOR45O7,True
1f5a6bcf-6451-42a3-bf07-935f771aa50c_jpg.rf.23442830ab8e1c97a2bb00db05799a6e.jpg,LGJ3277,LGJ3277,True
1f8f2961-e5aa-4336-9ae3-3f39c3a93741_jpg.rf.2275c27b0ec925aeaaee6bff3380e40a.jpg,GUOI575,GUOI575,True
1ffc6964-2433-4d11-9584-7faf507aedc9_jpg.rf.c1d3900b542b0bcd39cf81f6a002b0d9.jpg,OOV0D55,OOV0D55,True
201cf019-077c-40ce-af40-93dfb41b0aaa_jpg.rf.983892e7010f3fa4d3468807241251e5.jpg,NPB6359,NPB6359,True
201cf019-077c-40ce-af40-93dfb41b0aaa_jpg.rf.bc21cae85906a0934c891a6a05991523.jpg,NPB6359,NPB6359,True
20210128_095649282537_jpg.rf.4aae40a70abdee4652306a560357ca6b.jpg,JRVO674,JRVO674,True
20210128_095649453794_jpg.rf.91d84b2bccb00d2adccc3be1da6c152e.jpg,9NJZ3X5,9NJZ3X5,True
20210128_095649617968_jpg.rf.10e9cd8345ce0e6c15b418374fc40955.jpg,PKT6999,PKT6999,True
20210128_095649914997_jpg.rf.f1d5ea792cf074859eed438a40d47ca2.jpg,RFU7D16,RFU7D16,True
20210128_095650199440_jpg.rf.a171b302806f355d7d88b906ecbb46c6.jpg,PJX3I64,JX3I64,False
20210128_095650542106_jpg.rf.65056ed16a1b4f8bb61cab43c15b2de6.jpg,NTG2428,NTG2428,True
20210128_095650703374_jpg.rf.a129b49166b22cb4ef2eff3a68b739b3.jpg,OJ3SIO9,OJ3SIO9,True
20210128_095650812171_jpg.rf.19f7c56b44446af1e5df194611e5df72.jpg,OUV332O,OUV332O,True
20210128_095650812171_jpg.rf.282d7e44ae5e2bb4e7d2a001509d05fe.jpg,OUV332O,OUV332O,True
20210128_095650812171_jpg.rf.ef88e788143f5ee6f02d30783feb5989.jpg,OUV332O,OUV332O,True
20210128_095650854522_jpg.rf.5701e2ba0df06e28da88852a7a60e23b.jpg,MEK0F55,MEK0F55,True
20210128_095650975511_jpg.rf.c08f09802d50bed18ee9b34e2345e521.jpg,OKK8722,OKK8722,True
20210128_095650975511_jpg.rf.c1b764f46e28ade37fc7df6b7b95ec37.jpg,OKK8722,OKK8722,True
20210128_095650975511_jpg.rf.c407e5b5d830381058a88362841ca1fa.jpg,OKK8722,OKK872Z2,False
20210128_095650975511_jpg.rf.d94e951db2f141d34d30117075a8cb10.jpg,OKK8722,OKK872Z,False
20210128_095651316221_jpg.rf.4bf5eb834a4172b4befad0b300bf4c24.jpg,OLB2347,OLB2347,True
20210128_095651499648_jpg.rf.83fec31ee34bf211479e2b026d54a3c7.jpg,FGU8J17,FGU8J17,True
20210128_095651499648_jpg.rf.a1a163d347f2ce144325477abaaa5321.jpg,FGU8J17,FGU8J17,True
20210128_095651922703_jpg.rf.024dfd452a140b5204b63708671e7e7a.jpg,QOC0J37,QOC0J37,True
20210128_095652182918_jpg.rf.2ec499f2b761073a71f9bffc676f96e3.jpg,NZU7857,NZU7857,True
20210128_095652253927_jpg.rf.175dc14545ee4df5845d1256a152491a.jpg,FMB2D05,FMB2D05,True
20210128_095652304247_jpg.rf.357d07c0d759a51efa39e55c51298785.jpg,NZV77I3,NZV77I35,False
20210128_095652304247_jpg.rf.955829841f6b8a00002210e15855d9f7.jpg,NZV77I3,NZV77I33,False
20210128_095652304247_jpg.rf.baec1c75e7327a9de8b14425731ffc52.jpg,NZV77I3,NZNVW77I3,False
20210128_095652354635_jpg.rf.00723817788f16926263f320096eacb5.jpg,NZV77I3,NZV77I3C,False
20210128_095652354635_jpg.rf.cd7fa77ff5ed3dbccd9340b60dd52741.jpg,NZV77I3,NZV77I3,True
20210128_095652686340_jpg.rf.ad5e44502574ab49c2fb78b70b418c78.jpg,JMF2882,JME2883,False
20210128_095652751367_jpg.rf.b1bc6916fd7572aa003c82f90616f152.jpg,OUV6G60,OUV6G60,True
20210128_095652751367_jpg.rf.e41e9b032fbd4495f6ceb3f1291ed4b9.jpg,OUV6G60,OUV6G60,True
20210128_095652851641_jpg.rf.93e1b36cd1a0743bcd0c551088b4307a.jpg,PJY3763,PJY3763,True
20210128_095652851641_jpg.rf.9eb0a29d8e5f3ac28693b30bc23749c7.jpg,PJY3763,PJY3763,True
20210128_095653099068_jpg.rf.ee725fd187e8ef82a0e092468597901e.jpg,PJM5432,PJM65432,False
20210128_095653237868_jpg.rf.7a1dcdaccf6345e8c810dd4265455cc9.jpg,PLL8G89,PLL8G89,True
20210128_095653237868_jpg.rf.a347339e5d3d8e0b5ce0ea10f47e289e.jpg,PLL8G89,PLL8G89,True
20210128_095653358588_jpg.rf.0fac27252c3cb8fe9dda668aab5fc0f8.jpg,JQQO359,JQQO359,True
20210128_095653449197_jpg.rf.c78ddc466cce085b894015269b9fbd48.jpg,NYL52O2,NYL52O2,True
20210128_095653741284_jpg.rf.32bef527fc066a917ebb86fb69080360.jpg,NYY5O45,NYY5O45,True
20210128_095653872203_jpg.rf.d95aa80d16a52f40dbfb22f5b48421f9.jpg,OII5KIM9,OIK5MI9,False
20210128_095653952775_jpg.rf.15ccd2c63160920b3a9e00c081898e50.jpg,P8K9G64,PK89G64,False
20210128_095653952775_jpg.rf.ccec8a4ea9a91ba219b1fb6bdf7e93d3.jpg,P8K9G64,P8K9G64,True
20210128_095654577206_jpg.rf.64b655e0238bffbe568a5e7cdf23356b.jpg,JLR8623,JLR8623,True
20210128_095654577206_jpg.rf.a0bca974d4aa3674d2cae41722adab45.jpg,JLR8623,JLR8623,True
20210128_095654798862_jpg.rf.63bad53b69b9d4475f5bc0ddb85eb273.jpg,JOK4268,JOK4268,True
20210128_095654867270_jpg.rf.510f11a17af8b36786f6adfd87bec020.jpg,CJZ9224,CJZ9224,True
20210128_095655060557_jpg.rf.44fd73fbe9d434eb009e3b78c994341b.jpg,JNY984I,JNY984I,True
20210128_095655282328_jpg.rf.0a8c6837956c67cc804a03a5c41ca59e.jpg,QTU4E71,QTU4E71,True
20210128_095655372822_jpg.rf.7570810ec17eacecdef1feb0ed74274b.jpg,NOTI4WI,NOTI4WI,True
20210128_095655372822_jpg.rf.c3e25f988e03bb8f0a5c796d591ba2e2.jpg,NOTI4WI,NOTI4WI,True
20210128_095655483513_jpg.rf.94f8d11cdac5b12214d048c0c0fe10f5.jpg,P6DLU83,6PDL8U3,False
20210128_095656540295_jpg.rf.385eeff7ddbb5a54f954f520c3563bb4.jpg,ECW4076,ECW4C76,False
20210128_095656578074_jpg.rf.e037c0c55b0e265d7dee8d713e19248e.jpg,OZC7F69,OZC7F69,True
20210128_095656647086_jpg.rf.b571c0f15409dc455685ae086569a103.jpg,HO3N4B5,HO3N4B5,True
20210128_095656829116_jpg.rf.32f954771f7cf1e2767ae4bab0c2bef4.jpg,OZLI438,OZLI438,True
20210128_095656829116_jpg.rf.91bc2872137f3339181d7a26cc6240ae.jpg,OZLI438,OZLI438,True
20210128_095657010037_jpg.rf.f49369c9c103f58a6d3f832bef4c5906.jpg,OLF77I9,OLF77I9,True
20210128_095657063436_jpg.rf.dcbd76d15aca1ca382e763eb86459d19.jpg,FWY5469,FWY5469,True
20210128_095657163714_jpg.rf.7fceb1c470310f0f0aa0f23f2ff137fc.jpg,PVL6538,PVL6538,True
20210128_095657263993_jpg.rf.dbb065df3d3a3bcb24a2d47e78323c88.jpg,P37J5B3,P37J5B3,True
20210128_095657696321_jpg.rf.1520b47945d0ac80f436ced81f9e3f99.jpg,NTLI783,NTLI783,True
20210128_095657965907_jpg.rf.c3696dbe04900cf3fb69820b9a406298.jpg,3APL77Y,3PAL77Y,False
20210128_095658028407_jpg.rf.00da5ae0bdad66709c968d8c1af146a5.jpg,P3LA7Y7,P3LA7Y7,True
20210128_095658451620_jpg.rf.ad8210b8ae23502e98c54c5a4b79ad20.jpg,OZR3347,OZR3347,True
20210128_095658551892_jpg.rf.3dd60b11ec9b491e818fec025c09da85.jpg,OLFO268,OLFO268,True
20210128_095658868342_jpg.rf.ac986e3724e670d4066e7da7c808e358.jpg,J6M54X7,EE6M5X47,False
20210128_095659893341_jpg.rf.6904dd684008feb9858ff3e70063b4bc.jpg,PJZ8C93,PJZ8C93,True
20210128_095700054501_jpg.rf.e9ca30fca90ea32ff901980068730903.jpg,PKY4432,PKY4432,True
20210128_095701072720_jpg.rf.4d693beba2cfe7c842cca937b1603950.jpg,NYP9A71,NYP9A71,True
20210128_095701289984_jpg.rf.635e2c3d4d54cb10babc6b8027822c36.jpg,OKT5O44,OKT5O44,True
20210128_095701504595_jpg.rf.c54e3e4e2204c340c562c9ea0e12f3bc.jpg,JSI6I65,JSI6I65,True
20210128_095701557979_jpg.rf.4c1ffd1716319d4e499a6aa183cabe77.jpg,3P72J2B,4P72J2B,False
20210128_095703625939_jpg.rf.2d1b866f854dbec65bdef71988c230dd.jpg,JRH24OO,JRH24OO,True
20210128_095709402821_jpg.rf.7f025856095a00a3b6295471a757961c.jpg,NZY5O64,NZY5O64,True
20210128_095710705532_jpg.rf.a6f67118036bcf6f185904902df70d24.jpg,5NGY8N0,5NGY8N0,True
20210128_095710705532_jpg.rf.be7f89ed98d22474fa85a1406547c94a.jpg,5NGY8N0,5NGY8N0,True
20210128_095711469379_jpg.rf.8a4c72c4f0fc5d93f23bee7d0d1f21b8.jpg,PKKI7OO,PKKI7OO,True
20210128_095714897983_jpg.rf.aea6ed88ed1b158f6f94ec7274787817.jpg,OXH5422,OXH5422,True
20210204_135029483850_jpg.rf.299bcea220fcf2504467c3b5dee125f5.jpg,JLS3498,JLS3498,True
20210204_135029675783_jpg.rf.c972d9ad46d609b0445fc6726d77dd30.jpg,5PAK2H5,5PAK2H5,True
20210204_135032006765_jpg.rf.31e9dd5c1569550d1289fe785a0c5700.jpg,PLI99I5,PLI99I5,True
20210204_135032006765_jpg.rf.47a75b2580be1be59ccb7f26b5b25a6b.jpg,PLI99I5,PLI99I5,True
20210204_135035109249_jpg.rf.ff8563088f4d4e28edecf5b5c4cb1a1d.jpg,JSE7787,JSE7787,True
20210204_135036339062_jpg.rf.3f6ffd6d775591e335e5d13aad3dc864.jpg,JOI9I97,JOI9I97,True
20210204_135037811586_jpg.rf.7161a7696cb51ae9f41ec97cae621c6c.jpg,OKR8O9I,OKR8O9I,True
20210204_135037811586_jpg.rf.dd58a4b4bb91bf26bfb696601281d548.jpg,OKR8O9I,OKR8O9I,True
20210204_135038174493_jpg.rf.0a941a4b3aab75127312c37c6ae9a868.jpg,NZP254,NZP254,True
20210204_135038174493_jpg.rf.840537f008fe7fd3fc9defda3341c39c.jpg,NZP254,NZP254,True
20210204_135039131831_jpg.rf.f524301e772cd61bdcbcc65b33eceb35.jpg,JQW6268,JQW6268,True
20210204_135040067970_jpg.rf.c64f3b5b856f6aeb8a23801a234d41eb.jpg,OZT7A28,OZT7A28,True
20210204_135040138994_jpg.rf.191aa9fc93b9a802f05f506635ef2bdf.jpg,OZT7A28,OZT7A28,True
20210204_135040138994_jpg.rf.9762c926d5c8835fbce49b5c47b3ca9a.jpg,OZT7A28,OZT7A28,True
20210204_135040619680_jpg.rf.40b6cf32d316ab1fd76eeb8318f497ac.jpg,CDLI252,COJI252,False
20210204_135040619680_jpg.rf.5f37176a1de933e8ede6f379e3e22eb7.jpg,CDLI252,CDLJI252,False
20210204_135040631773_jpg.rf.37d5ebd0cb0d8f17f56953ab5228bfa9.jpg,AJU5H83,AJU5H83,True
20210204_135040631773_jpg.rf.6c3bcf4a4e29848715adfca91f8b44bc.jpg,AJU5H83,AJU5H83,True
20210204_135042231232_jpg.rf.46b3586aa3d4e82a453a70b3e0544f0f.jpg,OUV4O66,OUV4O66,True
20210204_135042231232_jpg.rf.75260d55887e9c07e9d975bacc8897c4.jpg,OUV4O66,OUV4D66,False
20210204_135042471981_jpg.rf.01fa748a9e87ed7aeda0f96d8309340e.jpg,PJR7779,PJP7779,False
20210204_135043869252_jpg.rf.8c013de45bf22e5d7430c90fdb11b150.jpg,OZUI28O,COZUIZ28O,False
20210204_135044047664_jpg.rf.2287c2e75bfc00dda4abb3a732b04410.jpg,NTDI4O7,NTDI4O7,True
20210204_135044633162_jpg.rf.301f680d2506bc31000e6ece1b7bc01f.jpg,PKW7O69,PKW7O69,True
20210204_135044633162_jpg.rf.aeb3b91b471a1a7c038f05be4badccb5.jpg,PKW7O69,PKW7O69,True
20210204_135044686564_jpg.rf.2f97e8eedfc5d1de968b53c6d9a48783.jpg,GPG29I4,GPG29I4,True
20210204_135045118939_jpg.rf.0eb1e89d52c4bdd25ce1cb25ec546a65.jpg,JMU8232,JMU8232,True
20210204_135045118939_jpg.rf.1a233d416fede9777374a8b682902a22.jpg,JMU8232,JMU8232,True
20210204_135046299802_jpg.rf.ba1f956990df7b5dc12afbfea08f8e76.jpg,QNEO59I,QNEO59I,True
20210204_135048346618_jpg.rf.62a4770eb7c2a214c53346ffa2bc5c9c.jpg,JSZ6586,JSZ6586,True
20210204_135048514475_jpg.rf.3608d4b597bbb576b8250fa45b85842e.jpg,PJH49I5,PJH49I5,True
20210204_135049262926_jpg.rf.478d624a4c1b617e7909a5b516aa3320.jpg,PJF3434,PJF3434,True
20210204_135049316326_jpg.rf.cb54bee744f21cc61073cb4c0ba653a3.jpg,JOG3279,JOG32S79,False
20210204_135050634494_jpg.rf.ee798cc16238cbf62640c6bc9cce7820.jpg,PLO3I71,PLO3I71,True
20210204_135050803801_jpg.rf.5b6d8ec860f1d670ca7502204e97d061.jpg,OUW9I87,OUW9I87,True
20210204_135050966578_jpg.rf.d5438c2cfd1a290381ae798e90e78fa2.jpg,PJW248O,PJW248O,True
20210204_135051723725_jpg.rf.08b3f6c84bc5bda1b4aeb65fa0473683.jpg,JPY7423,JPY7423,True
20210204_135051723725_jpg.rf.e6766b6491cae4a310e907b88f08264d.jpg,JPY7423,JPY7423,True
20210204_135052761996_jpg.rf.17c046f6d869208f55bde89dbdeb05cd.jpg,OZV867I,OZV867I,True
20210204_135053213768_jpg.rf.124edbace217e77faea530c1a6c814ab.jpg,JSR9O5I,JSR9O5I,True
20210204_135054531370_jpg.rf.46c32ef4a6288cfd1e0a69bd57d921cc.jpg,HCH2F27,HCH2F27,True
